student,id,color,defect,total.number
willi6jr,19,O,N,53
willi6jr,20,Y,N,53
willi6jr,21,G,L,53
willi6jr,22,R,N,53
willi6jr,23,G,L,53
willi6jr,24,BR,L,53
willi6jr,25,G,L,53
willi6jr,26,O,L,53
willi6jr,27,O,N,53
willi6jr,28,BL,N,53
willi6jr,29,BR,N,53
willi6jr,30,Y,M,53
willi6jr,31,Y,N,53
willi6jr,32,R,N,53
willi6jr,33,R,N,53
willi6jr,34,Y,N,53
willi6jr,35,O,N,53
willi6jr,36,O,N,53
willi6jr,37,BL,N,53
willi6jr,38,G,N,53
willi6jr,39,G,N,53
willi6jr,40,R,N,53
willi6jr,41,BL,L,53
willi6jr,42,BL,N,53
willi6jr,43,R,L,53
willi6jr,44,BL,L,53
willi6jr,45,Y,L,53
willi6jr,46,Y,N,53
willi6jr,47,O,N,53
willi6jr,48,O,L,53
willi6jr,49,R,N,53
willi6jr,50,BR,N,53
willi6jr,51,BR,N,53
willi6jr,52,R,L,53
willi6jr,53,BR,N,53
hillap,1,BR,L,55
hillap,2,G,L,55
hillap,3,G,L,55
hillap,4,BL,L,55
hillap,5,G,N,55
hillap,6,G,C,55
hillap,7,G,L,55
hillap,8,BL,M,55
hillap,9,G,N,55
hillap,10,O,N,55
hillap,11,BL,N,55
hillap,12,BL,C,55
hillap,13,BL,N,55
hillap,14,O,N,55
hillap,15,R,L,55
hillap,16,O,N,55
hillap,17,G,L,55
hillap,18,G,N,55
hillap,19,Y,L,55
hillap,20,BR,L,55
hillap,21,BR,N,55
hillap,22,Y,L,55
hillap,23,BL,N,55
hillap,24,R,L,55
hillap,25,R,N,55
hillap,26,O,N,55
hillap,27,Y,L,55
hillap,28,O,N,55
hillap,29,O,N,55
hillap,30,BR,N,55
hillap,31,BR,N,55
hillap,32,BL,L,55
hillap,33,BL,L,55
hillap,34,Y,N,55
hillap,35,O,N,55
hillap,36,Y,L,55
hillap,37,G,L,55
hillap,38,G,N,55
hillap,39,BR,L,55
hillap,40,R,L,55
hillap,41,R,N,55
hillap,42,BL,L,55
hillap,43,G,N,55
hillap,44,Y,N,55
hillap,45,R,L,55
hillap,46,BR,C,55
hillap,47,BR,L,55
hillap,48,G,N,55
hillap,49,G,L,55
hillap,50,G,L,55
hillap,51,BR,N,55
hillap,52,O,L,55
hillap,53,G,N,55
hillap,54,R,N,55
hillap,55,BR,N,55
lansincx,1,Y,N,50
lansincx,2,BR,N,50
lansincx,3,BL,N,50
lansincx,4,BL,N,50
lansincx,5,G,N,50
lansincx,6,BL,L,50
lansincx,7,Y,L,50
lansincx,8,BR,N,50
lansincx,9,R,N,50
lansincx,10,BL,N,50
lansincx,11,Y,N,50
lansincx,12,G,N,50
lansincx,13,G,N,50
lansincx,14,O,M,50
lansincx,15,BL,L,50
lansincx,16,O,N,50
lansincx,17,G,C,50
lansincx,18,BR,L,50
lansincx,19,R,N,50
lansincx,20,R,N,50
lansincx,21,BL,L,50
lansincx,22,G,L,50
lansincx,23,R,N,50
lansincx,24,O,N,50
lansincx,25,BL,L,50
lansincx,26,G,N,50
lansincx,27,BL,L,50
lansincx,28,G,N,50
lansincx,29,O,N,50
lansincx,30,G,N,50
lansincx,31,Y,L,50
lansincx,32,O,N,50
lansincx,33,BL,L,50
lansincx,34,G,N,50
lansincx,35,G,N,50
lansincx,36,G,L,50
lansincx,37,G,L,50
lansincx,38,Y,L,50
lansincx,39,G,L,50
lansincx,40,G,L,50
lansincx,41,G,L,50
lansincx,42,Y,M,50
lansincx,43,BL,M,50
lansincx,44,G,N,50
lansincx,45,R,N,50
lansincx,46,G,N,50
lansincx,47,BL,N,50
lansincx,48,Y,L,50
lansincx,49,Y,N,50
lansincx,50,BL,N,50
thom22ml,1,R,L,55
thom22ml,2,R,N,55
thom22ml,3,O,N,55
thom22ml,4,G,L,55
thom22ml,5,G,N,55
thom22ml,6,G,M,55
thom22ml,7,Y,L,55
thom22ml,8,O,L,55
thom22ml,9,BL,L,55
thom22ml,10,R,N,55
thom22ml,11,BR,L,55
thom22ml,12,BR,M,55
thom22ml,13,R,M,55
thom22ml,14,Y,N,55
thom22ml,15,O,L,55
thom22ml,16,Y,N,55
thom22ml,17,R,N,55
thom22ml,18,O,L,55
thom22ml,19,Y,M,55
thom22ml,20,BR,M,55
thom22ml,21,R,M,55
thom22ml,22,G,L,55
thom22ml,23,G,N,55
thom22ml,24,R,L,55
thom22ml,25,Y,N,55
thom22ml,26,R,L,55
thom22ml,27,O,N,55
thom22ml,28,R,N,55
thom22ml,29,G,N,55
thom22ml,30,Y,N,55
thom22ml,31,G,C,55
thom22ml,32,O,N,55
thom22ml,33,G,L,55
thom22ml,34,O,N,55
thom22ml,35,G,N,55
thom22ml,36,BR,M,55
thom22ml,37,Y,N,55
thom22ml,38,O,N,55
thom22ml,39,O,N,55
thom22ml,40,BL,L,55
thom22ml,41,Y,M,55
thom22ml,42,O,N,55
thom22ml,43,G,C,55
thom22ml,44,BL,L,55
thom22ml,45,O,L,55
thom22ml,46,BL,M,55
thom22ml,47,O,N,55
thom22ml,48,O,M,55
thom22ml,49,O,N,55
thom22ml,50,BL,L,55
thom22ml,51,Y,L,55
thom22ml,52,BL,C,55
thom22ml,53,G,L,55
thom22ml,54,BL,L,55
thom22ml,55,G,L,55
lundea,1,R,N,52
lundea,2,BL,N,52
lundea,3,BR,N,52
lundea,4,R,N,52
lundea,5,O,L,52
lundea,6,Y,C,52
lundea,7,G,N,52
lundea,8,BR,N,52
lundea,9,BR,N,52
lundea,10,Y,N,52
lundea,11,G,N,52
lundea,12,BL,N,52
lundea,13,R,N,52
lundea,14,O,N,52
lundea,15,O,N,52
lundea,16,O,N,52
lundea,17,BL,N,52
lundea,18,BR,L,52
lundea,19,Y,N,52
lundea,20,O,C,52
lundea,21,O,N,52
lundea,22,BL,N,52
lundea,23,BR,N,52
lundea,24,Y,M,52
lundea,25,Y,L,52
lundea,26,BL,N,52
lundea,27,O,N,52
lundea,28,BL,N,52
lundea,29,BR,N,52
lundea,30,G,N,52
lundea,31,BR,N,52
lundea,32,G,N,52
lundea,33,BR,M,52
lundea,34,O,N,52
lundea,35,Y,N,52
lundea,36,BR,N,52
lundea,37,O,L,52
lundea,38,BL,L,52
lundea,39,G,L,52
lundea,40,R,L,52
lundea,41,BL,N,52
lundea,42,BR,L,52
lundea,43,G,N,52
lundea,44,Y,N,52
lundea,45,Y,N,52
lundea,46,BL,N,52
lundea,47,G,N,52
lundea,48,O,N,52
lundea,49,Y,L,52
lundea,50,G,N,52
lundea,51,BL,N,52
lundea,52,BL,L,52
murphynm,1,G,N,53
murphynm,2,Y,L,53
murphynm,3,Y,N,53
murphynm,4,R,N,53
murphynm,5,BR,N,53
murphynm,6,G,N,53
murphynm,7,Y,N,53
murphynm,8,G,N,53
murphynm,9,O,N,53
murphynm,10,BR,N,53
murphynm,11,BL,N,53
murphynm,12,O,N,53
murphynm,13,Y,N,53
murphynm,14,BL,N,53
murphynm,15,R,N,53
murphynm,16,G,N,53
murphynm,17,G,C,53
murphynm,18,O,N,53
murphynm,19,Y,N,53
murphynm,20,G,N,53
murphynm,21,G,L,53
murphynm,22,BL,L,53
murphynm,23,R,L,53
murphynm,24,Y,L,53
murphynm,25,G,N,53
murphynm,26,O,L,53
murphynm,27,BL,N,53
murphynm,28,O,N,53
murphynm,29,R,N,53
murphynm,30,BL,L,53
murphynm,31,Y,N,53
murphynm,32,G,N,53
murphynm,33,O,N,53
murphynm,34,O,N,53
murphynm,35,BL,N,53
murphynm,36,G,L,53
murphynm,37,Y,N,53
murphynm,38,O,N,53
murphynm,39,R,N,53
murphynm,40,R,L,53
murphynm,41,R,L,53
murphynm,42,G,N,53
murphynm,43,G,N,53
murphynm,44,O,L,53
murphynm,45,NA,N,53
murphynm,46,Y,N,53
murphynm,47,O,L,53
murphynm,48,Y,L,53
murphynm,49,BL,N,53
murphynm,50,R,N,53
murphynm,51,R,L,53
murphynm,52,O,L,53
murphynm,53,BR,L,53
wamplejx,1,G,L,54
wamplejx,2,O,L,54
wamplejx,3,BL,N,54
wamplejx,4,O,C,54
wamplejx,5,Y,C,54
wamplejx,6,BL,N,54
wamplejx,7,G,N,54
wamplejx,8,R,N,54
wamplejx,9,BR,L,54
wamplejx,10,Y,L,54
wamplejx,11,R,N,54
wamplejx,12,Y,N,54
wamplejx,13,Y,N,54
wamplejx,14,BL,N,54
wamplejx,15,G,N,54
wamplejx,16,BR,N,54
wamplejx,17,R,L,54
wamplejx,18,Y,N,54
wamplejx,19,G,L,54
wamplejx,20,BR,L,54
wamplejx,21,BL,L,54
wamplejx,22,R,N,54
wamplejx,23,O,N,54
wamplejx,24,O,N,54
wamplejx,25,BR,N,54
wamplejx,26,G,L,54
wamplejx,27,Y,N,54
wamplejx,28,Y,N,54
wamplejx,29,R,N,54
wamplejx,30,G,M,54
wamplejx,31,O,N,54
wamplejx,32,BL,L,54
wamplejx,33,BL,L,54
wamplejx,34,O,N,54
wamplejx,35,Y,N,54
wamplejx,36,G,L,54
wamplejx,37,BL,L,54
wamplejx,38,BL,L,54
wamplejx,39,R,L,54
wamplejx,40,Y,M,54
wamplejx,41,BL,C,54
wamplejx,42,G,L,54
wamplejx,43,BL,L,54
wamplejx,44,BL,L,54
wamplejx,45,G,N,54
wamplejx,46,BR,L,54
wamplejx,47,G,L,54
wamplejx,48,G,L,54
wamplejx,49,BL,N,54
wamplejx,50,G,N,54
wamplejx,51,R,N,54
wamplejx,52,BL,N,54
wamplejx,53,G,N,54
wamplejx,54,G,N,54
bowenee,1,BL,N,56
bowenee,2,BR,N,56
bowenee,3,BL,N,56
bowenee,4,G,N,56
bowenee,5,Y,C,56
bowenee,6,O,N,56
bowenee,7,BL,N,56
bowenee,8,R,L,56
bowenee,9,O,C,56
bowenee,10,BR,C,56
bowenee,11,G,N,56
bowenee,12,Y,N,56
bowenee,13,R,N,56
bowenee,14,BL,L,56
bowenee,15,BR,N,56
bowenee,16,Y,C,56
bowenee,17,O,N,56
bowenee,18,R,N,56
bowenee,19,G,N,56
bowenee,20,BL,N,56
bowenee,21,BR,N,56
bowenee,22,R,N,56
bowenee,23,BR,N,56
bowenee,24,BL,L,56
bowenee,25,Y,C,56
bowenee,26,BR,L,56
bowenee,27,BL,N,56
bowenee,28,G,N,56
bowenee,29,O,N,56
bowenee,30,R,N,56
bowenee,31,BR,N,56
bowenee,32,BL,C,56
bowenee,33,Y,N,56
bowenee,34,R,N,56
bowenee,35,BR,N,56
bowenee,36,Y,N,56
bowenee,37,R,N,56
bowenee,38,O,N,56
bowenee,39,BL,L,56
bowenee,40,G,N,56
bowenee,41,R,N,56
bowenee,42,Y,N,56
bowenee,43,BR,C,56
bowenee,44,G,L,56
bowenee,45,BL,N,56
bowenee,46,R,N,56
bowenee,47,BR,N,56
bowenee,48,R,N,56
bowenee,49,BL,N,56
bowenee,50,G,N,56
bowenee,51,O,C,56
bowenee,52,Y,N,56
bowenee,53,BL,N,56
bowenee,54,R,L,56
bowenee,55,BR,N,56
bowenee,56,O,N,56
berninns,1,BR,L,52
berninns,2,R,N,52
berninns,3,G,N,52
berninns,4,BL,N,52
berninns,5,Y,L,52
berninns,6,R,M,52
berninns,7,BL,L,52
berninns,8,BR,N,52
berninns,9,BL,L,52
berninns,10,R,L,52
berninns,11,R,M,52
berninns,12,Y,N,52
berninns,13,G,L,52
berninns,14,R,M,52
berninns,15,Y,C,52
berninns,16,Y,M,52
berninns,17,BL,N,52
berninns,18,Y,C,52
berninns,19,G,N,52
berninns,20,G,C,52
berninns,21,Y,L,52
berninns,22,BL,N,52
berninns,23,G,N,52
berninns,24,Y,L,52
berninns,25,O,C,52
berninns,26,BR,N,52
berninns,27,O,L,52
berninns,28,O,N,52
berninns,29,G,C,52
berninns,30,Y,L,52
berninns,31,O,N,52
berninns,32,O,L,52
berninns,33,G,L,52
berninns,34,BL,N,52
berninns,35,O,M,52
berninns,36,O,N,52
berninns,37,Y,L,52
berninns,38,BR,L,52
berninns,39,O,N,52
berninns,40,G,L,52
berninns,41,BL,N,52
berninns,42,O,N,52
berninns,43,BL,L,52
berninns,44,O,N,52
berninns,45,BR,L,52
berninns,46,O,N,52
berninns,47,G,C,52
berninns,48,BL,M,52
berninns,49,BR,N,52
berninns,50,Y,L,52
berninns,51,O,M,52
berninns,52,O,C,52
campb2za,1,BL,N,52
campb2za,2,BL,N,52
campb2za,3,BL,N,52
campb2za,4,BR,L,52
campb2za,5,BL,N,52
campb2za,6,Y,C,52
campb2za,7,BR,N,52
campb2za,8,G,N,52
campb2za,9,G,N,52
campb2za,10,R,N,52
campb2za,11,BR,L,52
campb2za,12,G,L,52
campb2za,13,O,N,52
campb2za,14,R,L,52
campb2za,15,Y,N,52
campb2za,16,R,L,52
campb2za,17,G,L,52
campb2za,18,BR,N,52
campb2za,19,G,N,52
campb2za,20,Y,L,52
campb2za,21,O,N,52
campb2za,22,BL,N,52
campb2za,23,BL,N,52
campb2za,24,BL,N,52
campb2za,25,BL,N,52
campb2za,26,BL,N,52
campb2za,27,BL,N,52
campb2za,28,BL,N,52
campb2za,29,BL,N,52
campb2za,30,BL,N,52
campb2za,31,BL,L,52
campb2za,32,BL,L,52
campb2za,33,BL,L,52
campb2za,34,BL,L,52
campb2za,35,BL,L,52
campb2za,36,BL,L,52
campb2za,37,G,N,52
campb2za,38,G,N,52
campb2za,39,G,N,52
campb2za,40,G,N,52
campb2za,41,G,N,52
campb2za,42,R,L,52
campb2za,43,R,L,52
campb2za,44,R,L,52
campb2za,45,O,N,52
campb2za,46,O,N,52
campb2za,47,O,N,52
campb2za,48,O,L,52
campb2za,49,BR,N,52
campb2za,50,BR,N,52
campb2za,51,BR,N,52
campb2za,52,Y,C,52
beidasns,1,Y,N,50
beidasns,2,Y,N,50
beidasns,3,Y,N,50
beidasns,4,Y,N,50
beidasns,5,Y,M,50
beidasns,6,Y,N,50
beidasns,7,Y,N,50
beidasns,8,Y,L,50
beidasns,9,Y,N,50
beidasns,10,Y,N,50
beidasns,11,Y,L,50
beidasns,12,R,L,50
beidasns,13,R,L,50
beidasns,14,R,L,50
beidasns,15,R,N,50
beidasns,16,R,N,50
beidasns,17,R,N,50
beidasns,18,R,N,50
beidasns,19,O,N,50
beidasns,20,O,N,50
beidasns,21,O,M,50
beidasns,22,O,L,50
beidasns,23,O,N,50
beidasns,24,O,N,50
beidasns,25,O,N,50
beidasns,26,O,N,50
beidasns,27,O,N,50
beidasns,28,BL,N,50
beidasns,29,BL,N,50
beidasns,30,BL,N,50
beidasns,31,BL,L,50
beidasns,32,BR,L,50
beidasns,33,BR,N,50
beidasns,34,BR,N,50
beidasns,35,BR,N,50
beidasns,36,BR,L,50
beidasns,37,G,L,50
beidasns,38,G,L,50
beidasns,39,G,N,50
beidasns,40,G,N,50
beidasns,41,G,N,50
beidasns,42,G,L,50
beidasns,43,G,L,50
beidasns,44,G,L,50
beidasns,45,G,L,50
beidasns,46,G,N,50
beidasns,47,G,N,50
beidasns,48,G,N,50
beidasns,49,G,N,50
beidasns,50,G,N,50
colli4tm,1,G,L,56
colli4tm,2,O,N,56
colli4tm,3,BL,L,56
colli4tm,4,O,N,56
colli4tm,5,R,N,56
colli4tm,6,O,N,56
colli4tm,7,O,M,56
colli4tm,8,BL,N,56
colli4tm,9,BL,N,56
colli4tm,10,Y,N,56
colli4tm,11,Y,L,56
colli4tm,12,BL,N,56
colli4tm,13,Y,L,56
colli4tm,14,BR,N,56
colli4tm,15,G,L,56
colli4tm,16,G,L,56
colli4tm,17,Y,N,56
colli4tm,18,G,L,56
colli4tm,19,O,L,56
colli4tm,20,R,N,56
colli4tm,21,BL,N,56
colli4tm,22,R,L,56
colli4tm,23,BL,N,56
colli4tm,24,Y,N,56
colli4tm,25,R,L,56
colli4tm,26,R,N,56
colli4tm,27,Y,N,56
colli4tm,28,G,L,56
colli4tm,29,Y,L,56
colli4tm,30,O,L,56
colli4tm,31,BR,N,56
colli4tm,32,O,L,56
colli4tm,33,Y,L,56
colli4tm,34,G,N,56
colli4tm,35,O,N,56
colli4tm,36,BL,L,56
colli4tm,37,G,L,56
colli4tm,38,O,N,56
colli4tm,39,G,N,56
colli4tm,40,R,N,56
colli4tm,41,BR,N,56
colli4tm,42,R,L,56
colli4tm,43,G,N,56
colli4tm,44,R,N,56
colli4tm,45,O,N,56
colli4tm,46,G,L,56
colli4tm,47,G,N,56
colli4tm,48,Y,N,56
colli4tm,49,BL,N,56
colli4tm,50,G,N,56
colli4tm,51,O,L,56
colli4tm,52,Y,L,56
colli4tm,53,O,N,56
colli4tm,54,O,N,56
colli4tm,55,NA,L,56
colli4tm,56,R,N,56
taylo2dc,1,R,L,53
taylo2dc,2,G,N,53
taylo2dc,3,BL,N,53
taylo2dc,4,R,L,53
taylo2dc,5,G,N,53
taylo2dc,6,G,N,53
taylo2dc,7,O,L,53
taylo2dc,8,R,L,53
taylo2dc,9,BL,N,53
taylo2dc,10,BR,C,53
taylo2dc,11,BL,L,53
taylo2dc,12,BL,N,53
taylo2dc,13,BL,L,53
taylo2dc,14,R,N,53
taylo2dc,15,Y,N,53
taylo2dc,16,Y,N,53
taylo2dc,17,Y,N,53
taylo2dc,18,R,N,53
taylo2dc,19,G,L,53
taylo2dc,20,Y,N,53
taylo2dc,21,BR,N,53
taylo2dc,22,R,N,53
taylo2dc,23,BL,N,53
taylo2dc,24,BL,N,53
taylo2dc,25,O,N,53
taylo2dc,26,O,N,53
taylo2dc,27,BL,N,53
taylo2dc,28,O,N,53
taylo2dc,29,Y,L,53
taylo2dc,30,Y,L,53
taylo2dc,31,G,N,53
taylo2dc,32,G,N,53
taylo2dc,33,G,N,53
taylo2dc,34,BL,N,53
taylo2dc,35,BR,N,53
taylo2dc,36,BL,N,53
taylo2dc,37,O,N,53
taylo2dc,38,O,N,53
taylo2dc,39,Y,N,53
taylo2dc,40,BL,N,53
taylo2dc,41,O,N,53
taylo2dc,42,R,L,53
taylo2dc,43,Y,N,53
taylo2dc,44,Y,L,53
taylo2dc,45,O,N,53
taylo2dc,46,O,N,53
taylo2dc,47,O,N,53
taylo2dc,48,BR,N,53
taylo2dc,49,BL,N,53
taylo2dc,50,G,N,53
taylo2dc,51,O,N,53
taylo2dc,52,NA,N,53
taylo2dc,53,O,N,53
slaneyzc,1,Y,N,54
slaneyzc,2,BL,N,54
slaneyzc,3,BL,N,54
slaneyzc,4,G,N,54
slaneyzc,5,Y,N,54
slaneyzc,6,BL,N,54
slaneyzc,7,BR,N,54
slaneyzc,8,BR,N,54
slaneyzc,9,G,N,54
slaneyzc,10,BR,N,54
slaneyzc,11,O,N,54
slaneyzc,12,R,C,54
slaneyzc,13,O,L,54
slaneyzc,14,BL,L,54
slaneyzc,15,BL,L,54
slaneyzc,16,G,L,54
slaneyzc,17,Y,N,54
slaneyzc,18,BR,N,54
slaneyzc,19,BL,N,54
slaneyzc,20,Y,N,54
slaneyzc,21,O,N,54
slaneyzc,22,R,N,54
slaneyzc,23,BR,N,54
slaneyzc,24,BL,L,54
slaneyzc,25,G,N,54
slaneyzc,26,G,N,54
slaneyzc,27,BR,N,54
slaneyzc,28,BL,N,54
slaneyzc,29,Y,N,54
slaneyzc,30,BL,N,54
slaneyzc,31,BR,N,54
slaneyzc,32,Y,N,54
slaneyzc,33,BL,N,54
slaneyzc,34,G,N,54
slaneyzc,35,BR,N,54
slaneyzc,36,BL,N,54
slaneyzc,37,BR,N,54
slaneyzc,38,BL,L,54
slaneyzc,39,Y,N,54
slaneyzc,40,R,N,54
slaneyzc,41,BL,N,54
slaneyzc,42,BL,N,54
slaneyzc,43,BL,N,54
slaneyzc,44,O,N,54
slaneyzc,45,G,N,54
slaneyzc,46,Y,N,54
slaneyzc,47,BR,N,54
slaneyzc,48,G,N,54
slaneyzc,49,O,N,54
slaneyzc,50,Y,N,54
slaneyzc,51,BR,N,54
slaneyzc,52,BR,N,54
slaneyzc,53,BL,N,54
slaneyzc,54,G,N,54
benedeje,1,BL,N,55
benedeje,2,G,C,55
benedeje,3,BL,N,55
benedeje,4,G,N,55
benedeje,5,BR,C,55
benedeje,6,Y,N,55
benedeje,7,G,N,55
benedeje,8,R,L,55
benedeje,9,BL,N,55
benedeje,10,BL,L,55
benedeje,11,Y,N,55
benedeje,12,G,N,55
benedeje,13,O,N,55
benedeje,14,BR,L,55
benedeje,15,BL,N,55
benedeje,16,BL,L,55
benedeje,17,Y,L,55
benedeje,18,R,M,55
benedeje,19,BL,C,55
benedeje,20,O,L,55
benedeje,21,R,N,55
benedeje,22,BL,N,55
benedeje,23,R,N,55
benedeje,24,O,N,55
benedeje,25,BL,N,55
benedeje,26,Y,N,55
benedeje,27,BR,N,55
benedeje,28,O,N,55
benedeje,29,BL,N,55
benedeje,30,Y,N,55
benedeje,31,O,N,55
benedeje,32,BR,N,55
benedeje,33,G,M,55
benedeje,34,Y,N,55
benedeje,35,BL,L,55
benedeje,36,BL,N,55
benedeje,37,O,N,55
benedeje,38,R,N,55
benedeje,39,Y,N,55
benedeje,40,BL,L,55
benedeje,41,BL,L,55
benedeje,42,R,L,55
benedeje,43,BR,L,55
benedeje,44,O,L,55
benedeje,45,G,N,55
benedeje,46,BL,N,55
benedeje,47,Y,N,55
benedeje,48,O,N,55
benedeje,49,G,N,55
benedeje,50,Y,L,55
benedeje,51,O,L,55
benedeje,52,BL,N,55
benedeje,53,R,C,55
benedeje,54,O,N,55
benedeje,55,G,N,55
boswellh,1,O,C,58
boswellh,2,O,N,58
boswellh,3,G,N,58
boswellh,4,G,N,58
boswellh,5,G,C,58
boswellh,6,BL,N,58
boswellh,7,BL,N,58
boswellh,8,G,N,58
boswellh,9,O,N,58
boswellh,10,Y,L,58
boswellh,11,BL,N,58
boswellh,12,Y,N,58
boswellh,13,O,N,58
boswellh,14,G,L,58
boswellh,15,O,N,58
boswellh,16,BR,N,58
boswellh,17,R,N,58
boswellh,18,R,N,58
boswellh,19,O,N,58
boswellh,20,O,N,58
boswellh,21,O,N,58
boswellh,22,G,N,58
boswellh,23,R,N,58
boswellh,24,G,M,58
boswellh,25,BL,N,58
boswellh,26,G,N,58
boswellh,27,O,N,58
boswellh,28,BL,N,58
boswellh,29,G,N,58
boswellh,31,G,N,58
boswellh,32,BL,L,58
boswellh,33,BL,N,58
boswellh,34,BL,N,58
boswellh,35,G,N,58
boswellh,36,G,N,58
boswellh,37,O,N,58
boswellh,38,BL,N,58
boswellh,39,BL,N,58
boswellh,40,O,N,58
boswellh,41,R,N,58
boswellh,42,Y,N,58
boswellh,43,Y,N,58
boswellh,44,Y,N,58
boswellh,45,Y,C,58
boswellh,46,Y,N,58
boswellh,47,BR,N,58
boswellh,48,BR,N,58
boswellh,49,BR,N,58
boswellh,50,BR,N,58
boswellh,51,G,M,58
boswellh,52,BL,N,58
boswellh,53,BL,N,58
boswellh,54,O,N,58
boswellh,55,O,L,58
boswellh,56,G,L,58
boswellh,57,G,L,58
boswellh,58,G,N,58
rubinsb,1,Y,N,55
rubinsb,2,BR,N,55
rubinsb,3,BL,C,55
rubinsb,4,R,N,55
rubinsb,5,O,N,55
rubinsb,6,Y,N,55
rubinsb,7,O,N,55
rubinsb,8,O,N,55
rubinsb,9,G,C,55
rubinsb,10,BR,C,55
rubinsb,11,G,N,55
rubinsb,12,BL,N,55
rubinsb,13,R,N,55
rubinsb,14,BL,L,55
rubinsb,15,BL,N,55
rubinsb,16,BL,L,55
rubinsb,17,BR,L,55
rubinsb,18,G,C,55
rubinsb,19,R,L,55
rubinsb,20,BL,N,55
rubinsb,21,R,C,55
rubinsb,22,BR,N,55
rubinsb,23,O,N,55
rubinsb,24,O,N,55
rubinsb,25,NA,L,55
rubinsb,26,Y,M,55
rubinsb,27,BL,C,55
rubinsb,28,R,L,55
rubinsb,29,R,L,55
rubinsb,30,Y,N,55
rubinsb,31,BR,N,55
rubinsb,32,G,L,55
rubinsb,33,G,L,55
rubinsb,34,R,L,55
rubinsb,35,O,N,55
rubinsb,36,Y,L,55
rubinsb,37,O,N,55
rubinsb,38,O,N,55
rubinsb,39,Y,L,55
rubinsb,40,O,N,55
rubinsb,41,R,L,55
rubinsb,42,G,L,55
rubinsb,43,G,N,55
rubinsb,44,BL,L,55
rubinsb,45,BR,M,55
rubinsb,46,Y,N,55
rubinsb,47,Y,M,55
rubinsb,48,G,L,55
rubinsb,49,Y,N,55
rubinsb,50,Y,N,55
rubinsb,51,O,C,55
rubinsb,52,Y,L,55
rubinsb,53,BL,L,55
rubinsb,54,Y,C,55
rubinsb,55,O,L,55
civilrn,1,BL,N,54
civilrn,2,G,L,54
civilrn,3,R,L,54
civilrn,4,G,N,54
civilrn,5,Y,N,54
civilrn,6,Y,N,54
civilrn,7,O,N,54
civilrn,8,R,N,54
civilrn,9,BL,N,54
civilrn,10,BR,N,54
civilrn,11,BL,L,54
civilrn,12,Y,N,54
civilrn,13,G,L,54
civilrn,14,BL,N,54
civilrn,15,Y,N,54
civilrn,16,BR,N,54
civilrn,17,R,N,54
civilrn,18,O,L,54
civilrn,19,O,L,54
civilrn,20,BR,L,54
civilrn,21,G,M,54
civilrn,22,Y,N,54
civilrn,23,O,N,54
civilrn,24,R,L,54
civilrn,25,O,L,54
civilrn,26,Y,N,54
civilrn,27,G,L,54
civilrn,28,R,N,54
civilrn,29,BL,N,54
civilrn,30,G,N,54
civilrn,31,Y,M,54
civilrn,32,R,N,54
civilrn,33,R,N,54
civilrn,34,BL,N,54
civilrn,35,BL,N,54
civilrn,36,O,M,54
civilrn,37,Y,N,54
civilrn,38,BL,N,54
civilrn,39,O,M,54
civilrn,40,O,N,54
civilrn,41,R,L,54
civilrn,42,G,N,54
civilrn,43,R,N,54
civilrn,44,O,N,54
civilrn,45,Y,N,54
civilrn,46,G,M,54
civilrn,47,R,L,54
civilrn,48,BL,N,54
civilrn,49,O,N,54
civilrn,50,BL,N,54
civilrn,51,G,L,54
civilrn,52,R,L,54
civilrn,53,BR,N,54
civilrn,54,G,L,54
seiberbl,1,BL,L,55
seiberbl,2,Y,L,55
seiberbl,3,Y,N,55
seiberbl,4,Y,N,55
seiberbl,5,Y,L,55
seiberbl,6,G,L,55
seiberbl,7,R,N,55
seiberbl,8,O,N,55
seiberbl,9,O,N,55
seiberbl,10,R,L,55
seiberbl,11,Y,N,55
seiberbl,12,G,N,55
seiberbl,13,BL,N,55
seiberbl,14,O,N,55
seiberbl,15,BL,N,55
seiberbl,16,BR,N,55
seiberbl,17,O,L,55
seiberbl,18,O,N,55
seiberbl,19,Y,N,55
seiberbl,20,BL,L,55
seiberbl,21,G,N,55
seiberbl,22,O,N,55
seiberbl,23,BL,N,55
seiberbl,24,Y,L,55
seiberbl,25,G,N,55
seiberbl,26,BL,N,55
seiberbl,27,G,N,55
seiberbl,28,BL,N,55
seiberbl,29,G,N,55
seiberbl,30,O,N,55
seiberbl,31,BL,N,55
seiberbl,32,BR,L,55
seiberbl,33,O,N,55
seiberbl,34,BR,N,55
seiberbl,35,G,L,55
seiberbl,36,BL,L,55
seiberbl,37,BR,N,55
seiberbl,38,O,L,55
seiberbl,39,G,N,55
seiberbl,40,G,L,55
seiberbl,41,O,N,55
seiberbl,42,Y,N,55
seiberbl,43,BR,N,55
seiberbl,44,BR,L,55
seiberbl,45,BR,N,55
seiberbl,46,BL,L,55
seiberbl,47,BL,L,55
seiberbl,48,Y,L,55
seiberbl,49,O,N,55
seiberbl,50,O,C,55
seiberbl,51,BL,N,55
seiberbl,52,O,L,55
seiberbl,53,BR,N,55
seiberbl,54,BL,L,55
seiberbl,55,R,L,55
torrymj,1,O,N,56
torrymj,2,BL,L,56
torrymj,3,R,N,56
torrymj,4,Y,N,56
torrymj,5,Y,N,56
torrymj,6,G,N,56
torrymj,7,BR,L,56
