ZTIME,LON,LAT,WSR_ID,CELL_ID,CELL_TYPE,RANGE,AZIMUTH,AVGDV,LLDV,MXDV,MXDV_HEIGHT,DEPTH,BASE,TOP,MAX_SHEAR,MAX_SHEAR_HEIGHT
20140701034530,-101.58373,36.06121,KAMA,W4,TVS,50,7,32,86,86,4,28,4,33,28,4
20140701034530,-101.43229,36.07099,KAMA,O3,TVS,52,15,55,90,90,5,7,5,12,28,5
20140701034530,-101.52692,36.07112,KAMA,O3,TVS,51,10,29,42,121,31,24,7,31,36,31
20140701034530,-101.59504,36.11266,KAMA,O3,TVS,53,6,40,86,86,5,7,5,12,26,5
20140701034610,-87.34708,41.22186,KMDW,O7,TVS,31,146,43,77,77,2,8,2,10,39,2
20140701034610,-87.36239,41.25434,KMDW,O7,TVS,29,145,64,84,87,9,7,1,9,47,9
20140701034610,-87.34886,41.28249,KMDW,K7,TVS,28,142,39,86,86,1,23,1,24,49,1
20140701034610,-87.29454,41.71950,KMDW,X8,TVS,20,78,40,52,77,18,18,1,18,59,18
20140701034901,-87.31406,41.76974,KMDW,Y0,TVS,20,69,41,67,67,1,12,1,12,52,1
20140701034954,-101.51290,36.05200,KAMA,W4,TVS,50,11,37,51,93,6,22,4,27,31,6
20140701034954,-101.39645,36.06255,KAMA,O3,TVS,52,17,44,69,97,7,26,5,31,29,7
20140701034954,-101.67168,36.10034,KAMA,W4,TVS,52,2,27,53,53,5,26,5,31,16,5
20140701035209,-87.61209,40.92277,KMDW,C8,TVS,44,173,23,52,52,6,20,6,26,19,6
20140701035209,-87.22288,41.20946,KMDW,K0,TVS,35,139,35,61,61,2,9,2,11,28,2
20140701035209,-87.26608,41.24740,KMDW,K0,TVS,32,139,26,64,64,2,26,2,28,32,2
20140701035209,-87.28049,41.26004,KMDW,O7,TVS,31,139,49,62,98,18,17,2,18,50,18
20140701035209,-87.24533,41.28450,KMDW,O7,TVS,31,135,32,45,81,4,23,2,25,41,4
20140701035209,-87.18915,41.55596,KMDW,F6,TVS,25,103,30,29,93,8,25,3,28,58,8
20140701035433,-101.48716,36.01338,KAMA,W4,TVS,48,13,33,66,67,8,25,4,29,23,8
20140701035433,-101.34345,36.04799,KAMA,O3,TVS,52,20,42,71,105,7,25,5,30,33,7
20140701035500,-87.15788,41.23262,KMDW,K0,TVS,36,134,41,68,68,2,9,2,11,30,2
20140701035500,-87.20527,41.26759,KMDW,K0,TVS,33,134,51,53,98,10,8,2,10,48,10
20140701035500,-87.13805,41.72765,KMDW,W4,TVS,27,80,27,24,82,16,15,1,16,47,16
20140701035809,-87.15964,41.07699,KMDW,E1,TVS,43,143,58,40,127,13,11,3,13,47,13
20140701035809,-87.14611,41.26667,KMDW,L8,TVS,35,131,36,58,72,4,18,2,20,34,4
20140701035809,-87.12013,41.29011,KMDW,L8,TVS,35,128,40,88,88,5,16,5,20,40,5
20140701040100,-87.08592,41.29639,KMDW,U1,TVS,36,126,42,64,64,2,9,2,11,28,2
20140701040100,-86.79627,41.87391,KMDW,J2,TVS,44,72,39,38,99,14,11,3,14,35,14
20140701040527,-101.57010,35.87394,KAMA,W4,TVS,39,10,52,79,103,5,6,3,9,41,5
20140701040527,-101.41501,35.92699,KAMA,S4,TVS,44,19,44,72,84,5,9,4,13,31,5
20140701040527,-101.36474,36.00100,KAMA,O3,TVS,49,20,28,58,58,4,19,4,23,19,4
20140701040700,-87.05158,41.07901,KMDW,B4,TVS,46,138,69,94,110,14,11,3,14,38,14
20140701040700,-86.97866,41.26627,KMDW,B4,TVS,41,124,34,52,52,2,10,2,13,20,2
20140701040700,-86.91792,41.42573,KMDW,K4,TVS,39,110,52,50,116,11,9,2,11,49,11
20140701041006,-101.16466,35.99784,KAMA,O3,TVS,53,30,29,57,57,5,19,5,24,17,5
20140701041008,-86.92600,41.20716,KMDW,K6,TVS,45,126,51,45,117,13,11,3,13,42,13
20140701041008,-86.87099,41.42523,KMDW,S5,TVS,41,109,42,63,66,6,10,2,12,25,6
20140701041143,-92.81218,42.18422,KDMX,V3,TVS,49,56,37,54,59,11,7,4,11,19,11
20140701041259,-88.22565,40.94327,KMDW,T4,TVS,48,208,31,51,51,3,11,3,14,17,3
20140701041445,-101.19574,35.95461,KAMA,K7,TVS,50,30,28,52,52,4,23,4,28,17,11
20140701041540,-92.81218,42.18422,KDMX,V3,TVS,49,56,37,52,70,9,7,4,11,23,9
20140701041607,-86.77172,41.50702,KMDW,S5,TVS,44,101,44,54,88,6,11,3,13,32,6
20140701041607,-86.78231,41.55972,KMDW,K4,TVS,43,97,40,52,65,6,11,3,14,24,6
20140701041805,-86.73410,41.44986,KIWX,I8,TVS,47,277,30,41,60,9,15,6,21,20,9
20140701041859,-86.70757,41.42585,KMDW,D6,TVS,48,106,50,78,78,3,11,3,14,26,3
20140701041859,-86.70654,41.49692,KMDW,S5,TVS,47,101,30,49,52,14,23,3,26,18,14
20140701041859,-86.73830,41.55528,KMDW,K4,TVS,45,97,36,51,52,14,11,3,14,18,14
20140701041924,-101.22891,35.83394,KAMA,K7,TVS,43,33,38,69,69,5,8,5,13,26,5
20140701041924,-101.16135,35.91764,KAMA,K7,TVS,49,33,28,50,58,6,20,4,24,19,6
20140701042207,-86.68481,41.49354,KMDW,O7,TVS,48,101,31,86,86,3,25,3,28,28,3
20140701042222,-86.66103,41.48239,KIWX,I8,TVS,44,280,34,41,106,8,37,4,41,38,8
20140701042222,-86.65442,41.75114,KIWX,L0,TVS,49,299,35,37,66,12,10,5,15,21,12
20140701042222,-86.61329,41.83355,KIWX,N0,TVS,50,305,32,66,66,7,13,7,20,21,7
20140701042222,-86.54631,41.92488,KIWX,Z9,TVS,51,312,29,24,65,12,13,7,20,20,12
20140701042640,-86.58150,41.42534,KIWX,N9,TVS,40,276,31,37,55,5,15,4,19,21,5
20140701042640,-86.59266,41.48598,KIWX,I8,TVS,41,281,33,31,64,9,8,4,12,25,9
20140701042640,-86.48706,41.92383,KIWX,B0,TVS,49,314,52,85,93,7,19,5,23,31,7
20140701043057,-86.51211,41.44200,KIWX,A3,TVS,37,278,36,37,59,6,6,3,9,25,6
20140701043057,-86.49293,41.72736,KIWX,H2,TVS,42,302,46,62,70,6,11,4,15,27,6
20140701043057,-86.47504,41.77780,KIWX,H2,TVS,43,306,30,59,59,4,28,4,32,22,4
20140701043057,-86.42230,41.87793,KIWX,G1,TVS,45,314,28,43,73,8,30,4,34,26,8
20140701043057,-86.33275,41.96163,KIWX,B0,TVS,46,322,30,74,74,4,14,4,19,25,4
20140701043057,-86.41837,41.97334,KIWX,B0,TVS,49,319,32,75,75,5,32,5,36,25,6
20140701043057,-86.33078,42.00473,KIWX,B0,TVS,48,324,36,54,54,5,7,5,12,18,5
20140701043513,-86.41150,41.75817,KIWX,H2,TVS,40,307,37,67,67,3,20,3,23,27,3
20140701043513,-86.27499,41.99339,KIWX,B0,TVS,46,326,52,68,87,6,9,4,13,31,6
20140701043513,-86.25304,42.04366,KIWX,B0,TVS,48,329,41,45,61,7,7,4,11,20,7
20140701043513,-86.21069,42.13710,KIWX,B0,TVS,52,334,32,54,54,5,7,5,12,17,5
20140701043844,-97.35990,38.00375,KICH,I8,TVS,30,7,29,26,80,17,21,4,24,42,17
20140701043908,-98.99513,37.26003,KVNX,K4,TVS,52,307,20,58,58,7,24,7,30,18,7
20140701043908,-98.90422,37.29673,KVNX,K4,TVS,50,312,44,79,98,6,19,4,24,32,6
20140701043930,-86.36407,41.35708,KIWX,T7,TVS,30,270,30,26,58,10,11,2,13,32,10
20140701043930,-86.34030,41.74545,KIWX,H2,TVS,37,309,51,78,97,6,10,3,13,43,6
20140701043930,-86.30918,41.79750,KIWX,H2,TVS,38,314,38,32,94,11,20,3,23,39,11
20140701043930,-86.22478,41.89735,KIWX,H2,TVS,40,324,39,47,54,5,6,4,9,21,5
20140701043930,-86.21095,41.94515,KIWX,B0,TVS,42,327,53,82,82,4,9,4,13,31,4
20140701043930,-86.19177,41.99326,KIWX,B0,TVS,44,330,64,93,102,8,12,4,16,35,8
20140701044348,-86.27977,41.72192,KIWX,H2,TVS,34,310,38,61,61,3,16,3,19,29,3
20140701044348,-86.25132,41.77031,KIWX,H2,TVS,35,315,35,38,74,6,23,3,26,33,6
20140701044348,-86.25191,41.81612,KIWX,H2,TVS,37,318,53,76,82,6,14,3,17,35,6
20140701044348,-86.16137,41.90951,KIWX,H2,TVS,39,328,55,72,82,5,11,3,15,33,5
20140701044348,-86.26434,41.91687,KIWX,H2,TVS,42,323,31,30,55,13,11,5,16,20,13
20140701044348,-86.12142,42.00259,KIWX,B0,TVS,43,334,44,47,83,6,23,4,27,31,6
20140701044348,-86.10945,42.04367,KIWX,B0,TVS,45,336,35,41,76,8,26,4,30,26,8
20140701044348,-86.04087,42.18758,KIWX,U3,TVS,52,343,31,53,53,5,11,5,15,17,5
20140701044421,-98.91749,37.23149,KVNX,K4,TVS,48,308,42,141,141,6,16,6,22,47,6
20140701044421,-98.93938,37.26329,KVNX,K4,TVS,50,309,32,54,60,7,15,4,19,19,7
20140701044805,-86.16655,41.80476,KIWX,H2,TVS,34,322,36,24,66,10,6,4,10,29,10
20140701044805,-86.04331,41.99229,KIWX,Z1,TVS,41,338,55,48,86,7,6,4,10,32,7
20140701044805,-86.05274,42.04333,KIWX,Z1,TVS,44,339,45,87,87,4,17,4,21,32,4
20140701044932,-98.75862,37.31861,KVNX,C7,TVS,46,319,33,68,68,4,19,4,23,23,4
20140701045222,-86.09309,41.65307,KIWX,A3,TVS,25,315,32,55,55,2,9,2,11,35,2
20140701045222,-86.07372,41.77306,KIWX,O3,TVS,30,326,40,79,79,2,7,2,9,42,2
20140701045222,-86.02267,41.85306,KIWX,T4,TVS,33,334,45,58,63,10,8,4,13,29,10
20140701045222,-86.01772,41.89165,KIWX,T4,TVS,35,336,56,55,79,6,8,3,11,34,6
20140701045222,-85.99806,41.96963,KIWX,Z1,TVS,39,340,54,88,88,3,11,3,15,36,3
20140701045432,-98.81048,37.23031,KVNX,C7,TVS,44,312,30,49,49,4,6,4,10,18,4
20140701045432,-94.03907,39.41927,KMCI,??,TVS,33,98,36,34,75,7,5,2,7,37,7
20140701045638,-86.06248,41.57877,KIWX,A3,TVS,21,309,38,26,64,4,7,2,9,52,4
20140701045638,-85.95580,41.85680,KIWX,O3,TVS,32,339,59,80,95,5,12,3,15,48,5
20140701045638,-85.93506,41.93274,KIWX,O3,TVS,36,343,47,43,84,10,9,3,12,37,10
20140701045638,-85.92782,41.95176,KIWX,O3,TVS,37,344,52,64,88,8,18,3,21,38,8
20140701045638,-85.92561,41.98685,KIWX,Z1,TVS,39,345,42,47,72,7,8,3,11,30,7
20140701045638,-85.87928,42.04624,KIWX,A4,TVS,42,349,57,47,106,7,6,4,10,40,7
20140701045638,-85.87102,42.08131,KIWX,A4,TVS,44,350,52,60,84,8,6,4,10,30,8
20140701045943,-98.79252,37.16968,KVNX,C7,TVS,41,309,29,59,59,3,8,3,12,23,3
20140701045943,-98.72492,37.44500,KVNX,J7,TVS,51,326,35,71,71,4,10,4,14,22,4
20140701050056,-85.90316,41.80022,KIWX,C4,TVS,28,341,43,54,72,3,10,2,12,40,3
20140701050056,-85.87897,41.85810,KIWX,C4,TVS,31,345,38,50,56,5,12,2,14,28,5
20140701050056,-85.85344,41.94808,KIWX,C4,TVS,36,349,52,61,85,5,14,3,17,37,5
20140701050056,-85.80901,42.02087,KIWX,A4,TVS,40,353,48,52,83,9,8,4,12,33,9
20140701050056,-85.80059,42.07194,KIWX,A4,TVS,43,354,58,62,96,6,9,4,12,36,6
20140701050056,-85.77820,42.19056,KIWX,G6,TVS,50,356,35,48,53,11,18,5,23,17,11
20140701050513,-85.78429,41.87196,KIWX,N5,TVS,31,353,64,81,105,4,9,3,11,54,4
20140701050513,-85.77936,41.92273,KIWX,N5,TVS,34,354,58,54,92,6,16,3,19,44,6
20140701050513,-85.78171,41.93931,KIWX,N5,TVS,35,354,50,61,73,8,10,3,13,31,8
20140701050513,-85.73517,42.10879,KIWX,A4,TVS,45,358,42,54,58,6,10,4,14,20,6
20140701050516,-86.66351,40.47028,KIND,D8,TVS,49,339,42,95,95,4,7,4,12,31,4
20140701050516,-86.46137,40.58087,KIND,P5,TVS,53,351,50,63,72,7,7,5,12,22,7
20140701050630,-93.73280,39.56195,KMCI,??,TVS,47,85,57,75,83,11,8,3,11,28,11
20140701050904,-86.61408,40.44865,KIND,D8,TVS,47,341,44,86,86,4,7,4,11,29,4
20140701050930,-85.78011,41.73772,KIWX,E5,TVS,23,351,43,33,77,14,12,2,14,50,14
20140701050930,-85.72257,41.84221,KIWX,N5,TVS,29,358,53,54,94,5,8,2,10,50,5
20140701050930,-85.71246,41.89244,KIWX,I7,TVS,32,359,60,55,110,7,12,3,15,57,7
20140701050930,-85.71325,41.92578,KIWX,I7,TVS,34,359,53,77,86,4,17,3,20,39,4
20140701050930,-85.66720,42.05881,KIWX,A4,TVS,42,2,47,51,83,6,6,4,10,31,6
20140701051039,-85.64444,42.04700,KGRR,A1,TVS,51,185,42,58,64,7,11,5,16,20,7
20140701051347,-85.80127,41.05157,KIWX,R5,TVS,19,194,38,85,85,1,12,1,14,69,1
20140701051347,-85.65958,41.79142,KIWX,H4,TVS,26,4,72,82,95,5,6,2,8,56,5
20140701051347,-85.64559,41.82404,KIWX,H4,TVS,28,5,52,76,76,2,6,2,8,43,2
20140701051347,-85.64364,41.84065,KIWX,H4,TVS,29,5,56,65,94,5,12,2,14,50,5
20140701051347,-85.63776,41.89047,KIWX,H4,TVS,32,5,41,52,55,4,7,3,9,27,4
20140701051347,-85.57865,42.00283,KIWX,I7,TVS,39,8,42,51,66,14,9,5,14,27,14
20140701051347,-85.57996,42.08706,KIWX,C7,TVS,44,7,30,55,55,6,18,6,23,20,6
20140701051501,-85.56491,42.04394,KGRR,S6,TVS,51,181,50,95,95,5,10,5,15,29,5
20140701051501,-85.56375,42.09395,KGRR,S6,TVS,48,181,38,56,56,5,12,5,17,19,5
20140701051804,-85.70616,41.09227,KIWX,C5,TVS,16,181,31,29,52,4,11,1,12,49,4
20140701051804,-85.59940,41.78586,KIWX,H4,TVS,26,10,58,74,98,6,13,2,15,59,6
20140701051804,-85.56804,41.86628,KIWX,H4,TVS,31,11,55,57,76,4,9,3,11,40,4
20140701051804,-85.50003,41.95738,KIWX,H4,TVS,37,14,45,46,64,7,7,3,11,27,7
20140701051804,-85.52505,42.09773,KIWX,R7,TVS,45,10,43,83,83,4,15,4,19,30,4
20140701051804,-85.53529,42.13284,KIWX,R7,TVS,47,9,35,47,54,6,6,4,11,18,6
20140701051922,-85.48414,42.02831,KGRR,P5,TVS,52,177,47,64,72,10,11,5,16,22,10
20140701051922,-85.50673,42.07765,KGRR,P5,TVS,49,178,72,139,139,5,10,5,15,45,5
20140701052221,-85.50321,41.87168,KIWX,H4,TVS,32,16,39,67,67,3,7,3,9,34,3
20140701052221,-85.44561,41.91047,KIWX,H7,TVS,35,19,47,87,87,3,7,3,10,40,3
20140701052221,-85.41737,41.93833,KIWX,H7,TVS,37,20,48,51,71,9,6,3,9,29,9
20140701052221,-85.41672,42.00877,KIWX,H7,TVS,41,18,48,58,63,11,10,4,14,25,11
20140701052221,-85.42860,42.06385,KIWX,R7,TVS,44,16,44,52,71,8,6,4,10,27,8
20140701052221,-85.43929,42.08340,KIWX,R7,TVS,45,15,44,63,80,6,11,4,15,29,6
20140701052221,-85.44534,42.11905,KIWX,R7,TVS,47,14,46,52,82,6,7,4,11,27,6
20140701052343,-85.38313,42.03546,KGRR,P5,TVS,52,172,52,95,95,5,10,5,15,29,5
20140701052343,-85.43036,42.08157,KGRR,P5,TVS,49,174,53,112,112,5,13,5,18,36,5
20140701052343,-85.43729,42.13132,KGRR,P5,TVS,46,174,73,77,121,9,9,5,14,42,9
20140701052638,-85.52147,41.64596,KIWX,R6,TVS,19,25,38,39,55,4,8,1,9,44,4
20140701052638,-85.46448,41.75477,KIWX,X7,TVS,26,24,41,38,59,7,7,2,9,36,7
20140701052638,-85.44745,41.80379,KIWX,X7,TVS,29,23,49,59,84,5,10,2,13,45,5
20140701052638,-85.41235,41.86510,KIWX,H4,TVS,33,23,48,46,81,6,9,3,12,37,6
20140701052638,-85.37313,41.90686,KIWX,H4,TVS,36,24,49,48,103,8,7,3,10,44,8
20140701052638,-85.34136,41.93264,KIWX,U7,TVS,38,25,42,33,73,7,8,3,11,30,7
20140701052638,-85.34193,41.98768,KIWX,U7,TVS,41,23,44,56,58,9,8,4,12,23,9
20140701052638,-85.36477,42.08366,KIWX,R7,TVS,46,19,43,54,59,6,12,4,16,21,6
20140701052709,-88.60263,42.35928,KMKE,??,TVS,37,222,35,49,49,2,7,2,9,21,2
20140701052709,-87.20798,42.82670,KMKE,N8,TVS,37,89,49,68,68,2,7,2,9,29,2
20140701052805,-85.32726,42.05922,KGRR,D7,TVS,51,169,62,107,113,12,15,5,20,35,12
20140701052805,-85.32611,42.12741,KGRR,R3,TVS,47,168,54,95,99,7,10,5,14,32,7
20140701053057,-85.49059,41.08446,KIWX,Z7,TVS,19,150,37,51,55,9,12,1,13,46,9
20140701053057,-85.25594,41.95602,KIWX,U7,TVS,41,29,41,60,60,4,9,4,12,24,4
20140701053057,-85.27459,42.03819,KIWX,O5,TVS,45,25,35,50,62,8,16,4,20,22,8
20140701053228,-85.25531,42.08852,KGRR,V0,TVS,50,165,38,62,62,5,22,5,27,20,13
20140701053515,-85.54068,40.90793,KIWX,J9,TVS,28,165,32,31,53,10,13,2,15,31,10
20140701053515,-85.27609,41.82818,KIWX,W8,TVS,34,34,36,39,78,10,13,3,16,35,10
20140701053647,-86.38915,40.30249,KIND,S0,TVS,36,352,34,77,77,3,8,3,10,34,3
20140701053651,-85.17330,42.08952,KGRR,U3,TVS,51,161,46,60,92,9,10,5,15,29,9
20140701053651,-85.18770,42.12110,KGRR,V0,TVS,49,161,43,58,83,17,16,5,21,29,17
20140701053932,-85.51810,40.84347,KIWX,D9,TVS,32,165,37,41,60,9,12,3,14,29,9
20140701053932,-85.12210,41.93012,KIWX,M9,TVS,43,37,40,57,57,4,9,4,13,21,4
20140701054113,-85.07332,42.17384,KGRR,U3,TVS,48,154,43,53,66,9,6,5,11,23,9
20140701054113,-85.09675,42.23958,KGRR,R3,TVS,44,153,35,54,54,4,13,4,17,20,4
20140701054348,-85.04918,42.07593,KIWX,U7,TVS,52,34,30,45,53,7,7,5,12,16,7
20140701054503,-86.30584,40.27468,KIND,D8,TVS,34,358,34,58,58,3,7,3,10,27,3
20140701054536,-85.00856,42.14207,KGRR,U3,TVS,51,152,44,92,92,5,18,5,23,29,5
20140701054536,-84.99054,42.20677,KGRR,U3,TVS,48,149,57,75,93,7,10,5,14,30,7
20140701054957,-84.89318,42.17348,KGRR,U3,TVS,52,146,35,60,60,5,10,5,15,19,5
20140701054957,-84.90176,42.20941,KGRR,U3,TVS,50,145,58,95,95,5,13,5,18,30,5
20140701054957,-84.92489,42.25845,KGRR,U3,TVS,47,144,59,110,110,5,10,5,14,37,5
20140701055223,-85.34319,40.74914,KIWX,M4,TVS,40,156,25,28,54,9,8,5,14,22,9
20140701055347,-86.49675,40.03471,KIND,V4,TVS,22,333,35,86,86,1,9,1,10,63,1
20140701055419,-84.81330,42.19542,KGRR,U3,TVS,53,142,35,81,81,5,23,5,29,24,5
20140701055419,-84.83885,42.24405,KGRR,L9,TVS,50,141,50,126,126,5,22,5,27,40,5
20140701055419,-84.88081,42.28318,KGRR,L9,TVS,47,141,53,106,106,5,6,5,10,36,5
20140701055841,-84.74896,42.25725,KGRR,D2,TVS,52,137,32,57,57,5,26,5,31,18,5
20140701055841,-84.80962,42.30643,KGRR,R3,TVS,48,137,44,95,95,5,27,5,32,32,5
20140701055841,-84.83313,42.38227,KGRR,R3,TVS,44,134,33,49,49,4,9,4,13,18,4
20140701060304,-84.72095,42.30044,KGRR,K0,TVS,51,134,38,77,77,5,11,5,16,24,5
20140701060304,-84.75591,42.34556,KGRR,R3,TVS,48,133,33,54,54,5,7,5,12,18,5
20140701060304,-84.75962,42.36704,KGRR,R3,TVS,47,132,42,52,56,11,10,5,14,19,11
20140701060515,-84.91476,41.18627,KIWX,S1,TVS,37,106,38,49,54,9,6,3,9,22,9
20140701060726,-84.69406,42.39820,KGRR,R3,TVS,48,128,38,63,63,5,17,5,21,21,5
20140701060902,-87.66103,42.07132,KMKE,??,TVS,48,159,31,51,55,23,20,3,23,18,23
20140701061119,-84.54439,42.14652,KDTW,B0,TVS,46,273,19,55,69,32,30,2,32,23,32
20140701061229,-86.10920,40.06832,KIND,V4,TVS,23,20,34,54,54,2,9,2,11,38,2
20140701061250,-87.55329,42.08133,KMDW,??,TVS,27,17,63,92,92,1,7,1,8,55,1
20140701061250,-87.51560,42.08946,KMDW,??,TVS,28,20,43,59,59,1,7,1,9,33,1
20140701061611,-84.54151,42.44313,KGRR,K0,TVS,52,121,36,57,57,5,7,5,13,17,5
20140701061759,-84.43895,42.31688,KDTW,Q0,TVS,43,287,41,97,97,2,20,2,22,35,2
20140701061850,-87.53628,42.09480,KMDW,??,TVS,28,18,56,93,93,1,7,1,8,53,1
20140701062449,-87.51857,42.10794,KMDW,??,TVS,29,19,37,68,68,1,15,1,17,37,1
20140701063559,-84.24337,42.52950,KDTW,L3,TVS,41,308,27,51,51,2,8,2,10,20,2
20140701063858,-86.14066,39.49919,KIDS,O9,TVS,16,121,43,85,85,1,8,1,9,82,1
20140701064848,-87.49010,41.20244,KMDW,??,TVS,29,158,35,55,55,1,7,1,9,31,1
20140701065023,-97.64169,37.25495,KICH,R8,TVS,18,213,46,49,82,9,18,2,20,74,9
20140701065358,-83.97165,42.74302,KDTW,J3,TVS,43,332,38,67,67,2,9,2,11,25,2
20140701070446,-84.21230,40.66878,KDAY,A1,TVS,39,354,47,77,86,11,9,2,11,35,11
20140701071237,-97.51305,37.28502,KVNX,A0,TVS,44,42,30,40,73,5,24,4,28,26,5
20140701072233,-97.43377,37.29352,KVNX,A0,TVS,47,45,35,59,59,6,9,6,15,20,6
20140701072410,-94.84803,39.14042,KMCI,??,TVS,22,193,35,27,86,9,8,1,9,64,9
20140701073737,-83.93135,40.50027,KDAY,I5,TVS,30,17,41,49,95,17,15,2,17,50,17
20140701074045,-83.97205,40.74663,KDAY,I1,TVS,44,9,48,81,90,13,19,6,24,32,13
20140701074937,-84.23083,40.80144,KDAY,??,TVS,47,354,51,88,88,3,23,3,25,30,3
20140701080208,-79.86222,26.21328,KPBI,??,TVS,36,142,40,59,60,9,13,5,18,27,18
20140701081936,-84.23083,40.80144,KDAY,??,TVS,47,354,41,46,86,14,11,3,14,28,14
20140701082435,-83.66671,40.06605,KCMH,Y1,TVS,44,275,44,57,65,6,10,2,12,24,6
20140701082435,-83.63526,40.12688,KCMH,Y1,TVS,43,280,38,53,53,2,10,2,11,20,2
20140701082535,-83.82605,40.37127,KDAY,D8,TVS,25,33,42,45,80,7,6,1,7,50,7
20140701082535,-83.66284,40.48724,KDAY,D8,TVS,35,37,37,49,87,19,17,2,19,39,19
20140701083135,-83.62805,40.48751,KDAY,H4,TVS,36,39,29,32,88,19,17,2,19,40,19
20140701083326,-83.09758,40.49139,KCMH,V2,TVS,34,329,35,55,55,1,8,1,9,26,1
20140701084043,-83.54185,40.49621,KDAY,A0,TVS,39,43,27,27,80,11,26,5,31,33,11
20140701084043,-84.01749,40.78486,KDAY,??,TVS,46,6,36,78,78,6,32,6,38,27,6
20140701084831,-82.81121,40.70253,KCMH,E5,TVS,42,354,25,61,61,2,21,2,23,23,2
20140701084935,-83.46156,40.64221,KDAY,??,TVS,48,39,52,71,79,14,11,3,14,26,14
20140701085242,-83.91829,40.23769,KDAY,??,TVS,16,36,35,34,74,4,6,2,8,77,4
20140701092241,-83.84386,40.20766,KDAY,??,TVS,17,49,33,26,79,5,7,2,9,69,5
20140701092533,-83.65223,40.64206,KDAY,??,TVS,43,30,26,37,80,24,21,3,24,29,24
20140701092533,-83.74625,40.69682,KDAY,??,TVS,44,23,24,35,80,25,22,3,25,28,25
20140701093133,-83.58902,40.67133,KDAY,??,TVS,46,32,43,73,76,25,22,3,25,26,25
20140701101639,-85.14044,40.19762,KDAY,??,TVS,48,283,50,57,80,14,11,3,14,27,14
20140701102301,-101.04809,35.53059,KAMA,S5,TVS,37,61,34,23,71,17,22,4,26,31,17
20140701103406,-85.13202,40.22480,KDAY,??,TVS,48,285,41,71,89,7,29,3,32,30,7
20140701210058,-90.39339,38.61937,KSTL,??,TVS,12,158,49,56,73,4,5,1,7,92,4
20140701215903,-86.62522,38.65662,KLVX,O0,TVS,52,322,44,70,77,7,7,5,12,23,7
20140701220837,-86.56929,38.64816,KLVX,O0,TVS,50,324,35,58,58,4,14,4,18,18,4
20140701221334,-86.63964,38.55859,KLVX,O0,TVS,48,317,28,62,62,6,18,6,24,21,6
20140701221334,-86.54193,38.64309,KLVX,O0,TVS,49,325,27,55,55,4,25,4,29,18,4
20140701221830,-86.49660,38.66693,KLVX,O0,TVS,49,328,35,37,71,9,19,4,23,23,9
20140701223239,-86.42837,38.58235,KLVX,E4,TVS,43,328,29,39,71,8,18,5,23,25,8
20140701224221,-86.34831,38.46533,KSDF,K0,TVS,43,306,30,52,52,6,15,6,21,19,6
20140701224221,-86.31535,38.52545,KSDF,K0,TVS,44,311,30,72,72,6,16,6,21,26,6
20140701224821,-86.23782,38.61089,KSDF,K0,TVS,45,319,29,49,54,6,21,3,23,19,6
20140701225149,-84.85372,39.76871,KDAY,X0,TVS,37,246,63,82,87,10,8,2,10,39,10
20140701230020,-86.14334,38.68837,KSDF,L0,TVS,46,327,25,66,66,6,46,6,52,23,6
20140701230703,-86.34698,39.37920,KIDS,??,TVS,16,165,35,25,84,5,8,2,10,77,5
20140701231434,-90.29924,36.15849,KNQA,L9,TVS,53,337,39,59,63,8,7,5,12,19,8
20140701231502,-106.69800,32.62445,KEPZ,G6,TVS,45,360,39,43,81,8,6,4,10,28,8
20140701231528,-85.51783,38.94543,KCVG,W1,TVS,44,274,28,86,86,6,27,6,32,31,6
20140701232128,-85.51671,38.95821,KCVG,W1,TVS,44,275,28,86,86,6,26,6,32,32,6
20140701232419,-85.69737,38.82704,KSDF,W0,TVS,47,355,20,54,54,3,32,3,35,18,3
20140701232727,-85.49540,38.95693,KCVG,W1,TVS,43,275,33,65,86,31,29,2,31,32,31
20140701233019,-86.31151,38.27857,KSDF,Q0,TVS,36,293,35,55,66,5,15,2,17,30,5
20140701234219,-86.31013,38.23401,KSDF,Q2,TVS,35,289,27,57,57,2,14,2,16,26,2
20140701235146,-83.40730,40.21943,KDAY,Q1,TVS,35,70,49,65,66,10,8,2,10,30,10
20140701235200,-90.46713,35.96168,KNQA,W9,TVS,47,322,46,112,112,5,7,5,11,38,5
20140701235640,-90.39172,35.92449,KNQA,W9,TVS,43,324,65,111,111,4,12,4,16,41,4
20140702000601,-90.17339,35.89351,KNQA,O3,TVS,36,336,67,112,114,6,10,3,13,51,6
20140702000601,-90.20257,35.91934,KNQA,O3,TVS,38,335,46,113,113,3,11,3,14,47,3
20140702000925,-85.16338,39.00161,KCVG,B5,TVS,28,283,32,64,64,1,13,1,14,36,1
20140702001522,-90.09334,35.81223,KNQA,O3,TVS,30,339,43,110,110,4,7,4,11,58,4
20140702001522,-90.08661,35.84978,KNQA,O3,TVS,32,341,37,112,112,4,14,4,18,55,4
20140702001522,-90.13031,35.89007,KNQA,O3,TVS,35,339,45,113,113,5,8,5,12,52,5
20140702001522,-90.07493,35.95743,KNQA,W9,TVS,38,345,44,112,112,3,6,3,9,47,3
20140702002003,-90.11103,35.82447,KNQA,O3,TVS,31,338,45,110,110,4,8,4,12,56,4
